segment,title,url,seller,seller_url,price_rub,rating,reviews,badge
it-help,"Консультация по настройке Roistat - сквозная аналитика Ройстат",https://kwork.ru/usability-testing/27214693/konsultatsiya-po-nastroyke-roistat-skvoznaya-analitika-roystat,Evgeniy_Pravilniy,https://kwork.ru/user/evgeniy_pravilniy,2000,5.0,148,Выбор Kwork
it-help,"Автоматизация Гугл Таблиц Google Sheets. Интеграция API. Консультация",https://kwork.ru/usability-testing/890785/avtomatizatsiya-gugl-tablits-google-sheets-integratsiya-api-konsultatsiya,akanat,https://kwork.ru/user/akanat,2000,5.0,251,
it-help,"Установка Photoshop -Фотошоп- на Mac Os, Windows",https://kwork.ru/usability-testing/26995891/ustanovka-photoshop-fotoshop-na-mac-os-windows,exOnseLs,https://kwork.ru/user/exonsels,1000,5.0,518,Выбор Kwork
it-help,"Настрою микрофон для трансляций и записи видео. Профессиональный звук",https://kwork.ru/usability-testing/15227423/nastroyu-mikrofon-dlya-translyatsiy-i-zapisi-video-professionalniy-zvuk,LUCKPISTOLS,https://kwork.ru/user/luckpistols,2000,5.0,1K+,Выбор Kwork
it-help,"Настройка вашего asterisk freepbx",https://kwork.ru/usability-testing/1553335/nastroyka-vashego-asterisk-freepbx,2frame,https://kwork.ru/user/2frame,500,5.0,92,
it-help,"Заявки с сайта в Bitrix24",https://kwork.ru/usability-testing/2349502/zayavki-s-sayta-v-bitrix24,brokenxerox,https://kwork.ru/user/brokenxerox,500,5.0,266,Выбор Kwork
it-help,"Настройка и установка ЭЦП на macOS и windows",https://kwork.ru/usability-testing/176149/nastroyka-i-ustanovka-etsp-na-macos-i-windows,someone,https://kwork.ru/user/someone,500,5.0,459,
it-help,"Диагностика и оптимизация Вашего компьютера или ноутбука",https://kwork.ru/usability-testing/170813/diagnostika-i-optimizatsiya-vashego-kompyutera-ili-noutbuka,MightyMan,https://kwork.ru/user/mightyman,1000,5.0,174,
it-help,"Настрою интеграцию заявок с сайта и amoCRM",https://kwork.ru/usability-testing/659250/nastroyu-integratsiyu-zayavok-s-sayta-i-amocrm,brokenxerox,https://kwork.ru/user/brokenxerox,500,5.0,266,
it-help,"Консультации по работе с сайтом на Wordpress, Woocommerce",https://kwork.ru/usability-testing/28946349/konsultatsii-po-rabote-s-saytom-na-wordpress-woocommerce,Yana9y,https://kwork.ru/user/yana9y,1000,4.8,114,
it-help,"Настрою и установлю ЭЦП на любую ОС - windows, mac os",https://kwork.ru/usability-testing/1075616/nastroyu-i-ustanovlyu-etsp-na-lyubuyu-os-windows-mac-os,Evgen05,https://kwork.ru/user/evgen05,500,5.0,1K+,
it-help,"Настрою OBS для трансляций на Twitch и YouTube одновременно. Стрим ОБС",https://kwork.ru/usability-testing/8251630/nastroyu-obs-dlya-translyatsiy-na-twitch-i-youtube-odnovremenno-strim-obs,LUCKPISTOLS,https://kwork.ru/user/luckpistols,2000,5.0,1K+,Выбор Kwork
it-help,"Установка Office на MAC и ПК",https://kwork.ru/usability-testing/14981207/ustanovka-office-na-mac-i-pk,GoodSpirit,https://kwork.ru/user/goodspirit,500,4.8,317,Выбор Kwork
